1615386701.381234,0
1615386701.423946,0
1615386701.447084,0
1615386701.510848,6
1615386701.515609,6
1615386701.518106,6
1615386701.523120,6
1615386701.530022,6
1615386701.538205,9
1615386701.553254,10
1615386701.563585,10
1615386701.567327,11
1615386701.579377,10
1615386701.651426,17
1615386701.700776,18
1615386701.734153,20
1615386701.736344,20
1615386701.736519,20
1615386701.769913,20
1615386701.781608,20
1615386701.785954,20
1615386701.794477,20
1615386701.793915,20
1615386701.799832,20
1615386701.815274,20
1615386701.841161,20
1615386701.862818,20
1615386701.867803,20
1615386701.916003,20
1615386701.955535,20
1615386701.953750,20
1615386702.008982,20
1615386702.015930,20
1615386702.016486,20
1615386702.022909,20
1615386702.017357,20
1615386702.021173,20
1615386702.018939,20
1615386702.037143,20
1615386702.060744,20
1615386702.072887,20
1615386702.117937,20
1615386702.130572,20
1615386702.135060,20
1615386702.202629,20
1615386702.209733,20
1615386702.210961,20
1615386702.208782,20
1615386702.209383,20
1615386702.241904,20
1615386702.241823,20
1615386702.300584,20
1615386702.300740,20
1615386702.303291,20
1615386702.373614,20
1615386702.379932,20
1615386702.380139,20
1615386702.382761,20
1615386702.394747,20
1615386702.399752,20
1615386702.400098,20
1615386702.430134,19
1615386702.429883,19
1615386702.431567,19
1615386702.486753,20
1615386702.494741,20
1615386702.498198,20
1615386702.500048,20
1615386702.591261,20
1615386702.587890,20
1615386702.588030,20
1615386702.593126,20
1615386702.592986,20
1615386702.593155,20
1615386702.664432,20
1615386702.664345,20
1615386702.663628,20
1615386702.663020,20
1615386702.792122,20
1615386702.855342,20
1615386702.852753,20
1615386702.846226,20
1615386702.937831,20
1615386702.941994,20
1615386702.945987,20
1615386702.952085,20
1615386702.952071,20
1615386702.951968,20
1615386702.952056,20
1615386702.968177,20
1615386702.971191,20
1615386702.972742,20
1615386703.102116,20
1615386703.103382,20
1615386703.103971,20
1615386703.105098,20
1615386703.116285,20
1615386703.122563,20
1615386703.125101,20
1615386703.127226,20
1615386703.128565,20
1615386703.133895,20
1615386703.221357,19
1615386703.299695,19
1615386703.303266,19
1615386703.304466,19
1615386703.307775,19
1615386703.306739,19
1615386703.314045,20
1615386703.315650,20
1615386703.320398,19
1615386703.322563,19
1615386703.333809,19
1615386703.484278,20
1615386703.484391,19
1615386703.485476,20
1615386703.485756,20
1615386703.486107,20
1615386703.486615,20
1615386703.486134,20
1615386703.491758,19
1615386703.491284,19
1615386703.497070,20
1615386703.606316,19
1615386703.623023,20
1615386703.641894,20
1615386703.639792,20
1615386703.644109,19
1615386703.644479,20
1615386703.645717,20
1615386703.653029,20
1615386703.656516,20
1615386703.657242,19
1615386703.721625,19
1615386703.729819,19
1615386703.754582,20
1615386703.763952,20
1615386703.775501,20
1615386703.777882,20
1615386703.790046,20
1615386703.792085,19
1615386703.793558,19
1615386703.794604,19
1615386703.830382,20
1615386703.834625,20
1615386703.861287,20
1615386703.869180,20
1615386703.892731,20
1615386703.895101,19
1615386703.903051,19
1615386703.905483,19
1615386703.908008,18
1615386703.909118,19
1615386703.936683,20
1615386703.939229,20
1615386703.965747,20
1615386703.974378,20
1615386704.000317,20
1615386704.005914,20
1615386704.016514,19
1615386704.032266,20
1615386704.031570,20
1615386704.034678,20
1615386704.043717,20
1615386704.046059,20
1615386704.071975,20
1615386704.079652,20
1615386704.105250,19
1615386704.111836,19
1615386704.124619,19
1615386704.140574,20
1615386704.142223,20
1615386704.142460,20
1615386704.148903,20
1615386704.152124,20
1615386704.179871,20
1615386704.189575,20
1615386704.215281,20
1615386704.224035,19
1615386704.234027,20
1615386704.253121,20
1615386704.260330,20
1615386704.266199,20
1615386704.266933,20
1615386704.267123,20
1615386704.290738,19
1615386704.298226,20
1615386704.324164,19
1615386704.328753,20
1615386704.339688,20
1615386704.367271,20
1615386704.372031,20
1615386704.378768,20
1615386704.383571,20
1615386704.387440,20
1615386704.395383,20
1615386704.404052,20
1615386704.428209,19
1615386704.435768,20
1615386704.448952,20
1615386704.477448,20
1615386704.488547,19
1615386704.536170,19
1615386704.537959,19
1615386704.543215,19
1615386704.546078,19
1615386704.552776,20
1615386704.551868,19
1615386704.576272,20
1615386704.588897,20
1615386704.590490,20
1615386704.596092,20
1615386704.642540,20
1615386704.644872,20
1615386704.651524,20
1615386704.657478,20
1615386704.665689,20
1615386704.665997,20
1615386704.689118,20
1615386704.702142,20
1615386704.706545,20
1615386704.707593,20
1615386704.746199,20
1615386704.749709,20
1615386704.774383,19
1615386704.774964,19
1615386704.778079,19
1615386704.777365,19
1615386704.793841,19
1615386704.805292,19
1615386704.816196,19
1615386704.820165,19
1615386704.851949,19
1615386704.858191,19
1615386704.896611,20
1615386704.897534,20
