1615386925.670521,0
1615386925.870386,0
1615386926.062128,14
1615386926.226146,26
1615386926.393004,37
1615386926.612950,52
1615386926.823130,67
1615386927.145416,87
1615386927.401391,100
1615386927.606171,100
1615386927.776910,100
1615386928.007461,98
1615386928.321348,100
1615386928.517187,100
1615386928.719352,100
1615386928.951046,100
1615386929.195629,100
1615386929.452273,100
1615386929.711428,100
1615386930.123151,100
1615386930.357582,100
1615386930.557852,99
1615386930.784819,100
1615386930.942165,100
1615386931.152308,99
1615386931.390522,100
1615386931.626900,99
1615386931.793165,99
1615386932.007446,100
1615386932.241569,100
1615386932.477950,99
1615386932.666093,99
1615386932.872604,100
1615386933.050297,100
1615386933.246637,100
1615386933.511511,100
1615386933.713078,91
1615386933.931820,79
1615386934.183411,79
1615386934.424083,78
1615386934.658063,80
1615386934.956463,79
1615386935.196078,77
1615386935.433601,78
1615386935.671291,78
1615386935.942944,78
1615386936.136264,78
1615386936.323659,77
1615386936.508625,77
1615386936.689978,78
1615386936.883830,77
1615386937.097242,77
1615386937.318478,77
1615386937.476544,79
1615386937.655103,78
1615386937.848587,78
1615386938.106118,79
1615386938.332845,79
1615386938.501529,80
1615386938.674322,78
1615386938.942061,79
1615386939.080837,79
1615386939.295931,78
1615386939.501032,78
1615386939.679382,79
1615386939.955416,80
1615386940.143040,80
1615386940.314971,79
1615386940.515872,80
1615386940.767416,81
1615386940.969589,87
1615386941.134753,86
1615386941.319784,86
1615386941.516558,87
1615386941.719155,85
1615386941.883422,87
1615386942.164819,86
1615386942.329515,87
1615386942.504623,87
1615386942.670055,86
1615386942.809095,87
1615386942.956338,87
1615386943.231265,87
1615386943.495414,87
1615386943.718400,88
1615386943.970501,89
1615386944.133412,89
1615386944.318922,88
1615386944.579474,89
1615386944.729964,89
1615386944.895082,90
1615386945.085830,90
1615386945.369188,89
1615386945.520906,90
1615386945.752201,90
1615386945.946964,90
1615386946.191816,90
1615386946.415648,91
1615386946.649929,90
1615386946.787206,90
1615386946.976472,90
1615386947.258119,90
1615386947.533988,90
1615386947.804852,91
1615386948.040584,92
1615386948.361445,92
1615386948.596479,91
1615386948.768949,91
1615386948.938779,91
1615386949.116686,92
1615386949.326216,86
1615386949.673465,84
1615386949.835737,83
1615386950.085579,84
1615386950.292694,83
1615386950.464971,82
1615386950.692919,83
1615386951.014982,83
1615386951.331449,87
1615386951.556809,87
1615386951.788172,87
1615386952.244045,83
1615386952.507836,83
1615386952.820453,84
1615386953.119600,84
1615386953.485818,85
1615386953.879234,84
1615386954.061292,85
1615386954.244660,91
1615386954.446069,92
1615386954.675664,91
1615386954.843162,91
1615386955.066804,90
1615386955.303357,91
1615386955.555042,90
1615386955.703201,90
1615386955.844077,90
1615386956.004152,89
1615386956.184637,90
1615386956.400401,90
1615386956.583725,91
1615386956.795211,92
1615386957.230767,92
1615386957.522736,93
1615386957.754443,93
1615386958.019105,92
1615386958.294758,93
1615386958.494868,94
1615386958.756799,93
1615386959.017924,93
1615386959.373173,93
1615386959.515519,93
1615386959.683140,93
1615386959.859169,94
1615386960.048151,93
1615386960.258117,93
1615386960.520385,95
1615386960.746917,95
1615386961.033113,95
1615386961.306470,95
1615386961.537200,94
1615386961.695255,95
1615386961.912997,94
1615386962.215768,93
1615386962.579858,94
1615386962.794443,94
1615386962.967363,94
1615386963.296855,94
1615386963.493144,94
1615386963.667413,89
1615386963.945201,85
1615386964.186537,86
1615386964.609201,87
1615386964.874644,85
1615386965.180086,85
1615386965.477548,86
1615386965.707337,89
1615386965.863876,89
1615386966.090733,89
1615386966.338498,88
1615386966.622321,86
1615386966.817061,87
1615386967.224716,87
1615386967.701868,86
1615386968.333501,87
1615386968.689736,87
1615386969.095808,88
1615386969.330137,95
1615386969.652312,94
1615386969.832652,94
1615386970.103700,94
1615386970.363070,94
1615386970.653620,93
1615386970.935333,93
1615386971.177502,94
1615386971.364348,94
1615386971.554560,93
1615386971.774996,92
1615386972.018942,93
1615386972.212188,92
1615386972.415524,92
1615386972.627592,94
1615386972.795874,94
1615386972.998091,94
1615386973.270730,94
1615386973.711794,93
1615386973.905689,88
1615386974.158050,85
1615386974.340725,86
1615386974.518834,86
1615386974.694346,87
1615386974.863487,86
1615386975.100941,87
1615386975.289912,87
1615386975.456352,87
1615386975.640922,89
1615386975.853950,89
1615386976.064904,89
1615386976.340749,89
1615386976.549823,88
1615386976.736866,88
1615386976.921898,88
1615386977.126312,88
1615386977.367850,89
1615386977.670523,89
1615386977.825579,89
1615386978.121589,90
1615386978.469127,89
1615386978.865809,90
1615386979.092262,90
1615386979.267302,90
1615386979.446669,90
1615386979.623001,90
1615386979.797413,82
1615386980.070893,81
1615386980.273910,82
1615386980.512860,83
1615386980.732211,82
1615386980.915229,81
1615386981.095380,81
1615386981.286592,81
1615386981.574909,80
1615386981.783077,80
1615386982.177482,81
1615386982.386831,80
1615386982.601264,81
1615386982.781930,82
1615386982.929977,82
1615386983.211504,82
1615386983.422084,81
1615386983.693694,82
1615386983.884193,82
1615386984.100814,82
1615386984.397991,83
1615386984.567167,83
1615386984.739650,83
1615386984.913574,83
1615386985.104177,83
1615386985.315470,83
1615386985.637079,83
1615386985.846350,84
1615386986.196790,85
1615386986.361574,84
1615386986.519947,86
1615386986.681336,84
1615386986.853383,87
1615386987.158875,87
1615386987.345365,89
1615386987.518169,89
1615386987.717654,88
1615386987.865067,88
1615386988.048803,87
1615386988.234019,86
1615386988.385785,87
1615386988.644490,85
1615386989.151567,86
1615386989.598648,87
1615386989.913491,88
1615386990.105739,88
1615386990.316251,94
1615386990.454996,93
1615386990.625175,94
1615386990.878092,92
1615386991.116621,93
1615386991.387109,93
1615386991.609119,94
